Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
4.366022208,-0.014677973,7.268266811,0.084996296,7.268778594
4.376043208,0.04376238,7.107366639,0.108355338,7.10832727
4.386065208,-0.060957241,6.956990871,0.091585523,6.957860711
4.396086208,0.047971727,6.734512501,0.124369107,6.735831618
4.406108208,0.089834255,6.405706608,0.103701539,6.407175771
4.416129208,0.116110939,6.037752437,0.041739764,6.039013036
4.426151208,-0.113129809,5.559902771,0.091879054,5.561812559
4.436172208,-0.074291154,4.992105387,0.089918482,4.993467803
4.446194208,-0.000840866,4.337857212,0.124779582,4.33965158
4.456215208,0.046042136,3.593101447,0.066384609,3.594009572
4.466237208,0.044011238,3.018583273,0.038974031,3.019155667
4.476258208,0.119938955,2.28771026,0.052880464,2.2914624
4.486280208,0.210757808,1.512734623,-0.007904266,1.527366155
4.496301208,0.151025824,0.610579597,-0.037983513,0.630126171
4.506323208,0.09631054,-0.22255241,-0.003096101,0.242517795
4.516344208,-0.100181387,-0.933857569,0.010548377,0.939275007
4.526366208,-0.401034575,-1.714618807,0.015796838,1.760964487
4.536387208,-0.306443984,-2.671455714,0.039297382,2.689261578
4.546409208,-0.068213545,-3.252820101,0.062500888,3.254135531
4.556430208,-0.004573957,-3.783944333,-0.032846734,3.784089659
4.566452208,0.009971398,-4.454389004,0.001562961,4.454400438
4.576473208,0.078624905,-4.997198312,0.0223656,4.997866851
4.586495208,0.038395171,-5.533824189,0.006191617,5.533960849
4.596516208,-0.007948906,-5.984894777,-0.03049323,5.984977737
4.606538208,-0.08998843,-6.358996711,-0.003703626,6.359634487
4.616559208,-0.22129979,-6.678058219,-0.100254605,6.68247605
4.626581208,-0.221358628,-6.86655491,-0.081549363,6.870605961
4.636602208,-0.100670626,-6.993492699,-0.101909367,6.99495963
4.646624208,-0.039063571,-7.015661833,0.014402862,7.01578537
4.6566455,-0.041738211,-6.871192337,-0.044276871,6.871461755
4.6666675,-0.04949245,-6.582232295,-0.047867061,6.582592403
4.6766885,-0.082982515,-6.196471013,-0.066571135,6.197384192
4.6867105,-0.139523464,-5.852096908,-0.092008862,5.854482953
4.6967315,-0.169799287,-5.624446092,-0.006221437,5.627012026
4.7067535,-0.084084021,-5.323382313,-0.036144564,5.324169025
4.7167745,-0.060474568,-4.828891179,0.042005228,4.829452519
4.7267965,-0.05506402,-4.321760119,0.015815549,4.32213983
4.7368185,0.113437701,-3.639265799,-0.008436947,3.641043099
4.7468395,0.192478754,-2.930589986,0.020013265,2.936972296
4.7568615,-0.060904301,-2.056928698,0.030034808,2.058049342
4.7668825,-0.096308722,-1.463439964,-0.004713441,1.466613144
4.7769045,-0.177898887,-0.778597914,0.005005217,0.79867877
4.7869255,-0.226723521,-0.072839478,0.041522833,0.241729788
4.7969475,-0.106137608,0.728649975,-0.04259989,0.737570829
4.8069685,-0.031395894,1.535624718,0.003215969,1.535948997
4.8169905,0.097261562,2.335093465,0.045746861,2.337565844
4.8270115,0.10224942,2.999516672,0.002189782,3.001259736
4.8370335,0.067856627,3.601657093,0.109530628,3.603961056
4.8470545,-0.0791456,4.19724337,0.088891127,4.198930526
4.8570765,0.257062421,4.808506324,0.11359035,4.816712252
4.8670975,0.050937887,5.393358282,0.059117104,5.393922789
4.8771195,-0.076506669,5.880350654,0.143837997,5.882607114
4.8871405,-0.128876534,6.211856791,0.015413845,6.213212659
4.8971625,0.141248767,6.404125521,0.14219376,6.407261035
4.9071835,0.164716595,6.691729594,0.09714681,6.694461443
4.9172055,-0.111036369,6.884322259,0.077535834,6.885654207
4.9272265,0.083542185,6.871004641,0.103433152,6.87229092
4.9372485,0.024115786,6.61972698,0.085920156,6.620328477
4.9472695,-0.022801441,6.536570218,0.122742412,6.537762295
4.9572915,0.020038559,6.28539313,0.107019249,6.286336092
4.9673125,0.076645741,6.00225633,0.089355395,6.003410698
4.9773345,0.089060769,5.601111608,0.057464681,5.602114356
4.9873555,-0.073323879,5.177819388,0.109844624,5.179503436
4.9973775,-0.147601274,4.687660456,0.064476662,4.690426838
5.0073985,-0.017125334,4.089882351,0.148430985,4.092610741
5.0174205,0.135683981,3.468435009,0.086593171,3.4721679
5.0274415,0.082670511,2.857363258,0.054843374,2.859084993
5.0374635,0.129631638,2.167923469,-0.037534447,2.172120016
5.0474845,0.214882727,1.445617066,-0.007752823,1.461520918
5.0575065,0.168569892,0.705660257,0.004529253,0.72552927
5.0675275,0.06736055,-0.063788381,0.016229532,0.09417961
5.0775495,-0.492002669,-0.859724011,0.022532246,0.990807602
5.0875705,-0.483238204,-1.545337236,-0.031797743,1.619443556
5.0975925,-0.124717053,-2.281783522,0.018056787,2.285260693
5.1076135,0.068289284,-3.080553819,0.037528015,3.081539162
5.1176355,0.036416811,-3.601742462,0.035141766,3.602097985
5.1276565,0.00502993,-4.178370312,-0.037015799,4.178537296
5.1376785,0.088642181,-4.806222109,0.018056787,4.807073376
5.1476995,0.054241618,-5.32522711,-0.001996824,5.325503724
5.1577215,-0.163461673,-5.748046875,-0.051254354,5.750599065
5.1677425,-0.279753345,-6.423401452,-0.035842263,6.429590408
5.1777645,0.012534443,-6.661881312,-0.007997237,6.661897904
5.1877855,-0.049965116,-6.742248368,-0.044968012,6.742583458
5.1978075,-0.191197611,-6.929332371,-0.065032148,6.932274722
5.2078285,0.03243012,-6.64712177,-0.064138693,6.64751031
5.2178505,0.077648338,-6.248100758,-0.030748753,6.248658882
5.2278715,-0.116366042,-6.200125523,-0.063367445,6.201541178
5.2378935,-0.344972969,-6.068273149,-0.038369429,6.078191965
5.2479145,-0.057782496,-5.771850305,0.007747561,5.77214473
5.2579365,0.097113097,-5.365982788,-0.066935416,5.36727888
5.2679575,0.099308197,-4.847398494,0.012409546,4.848431527
5.2779795,0.06164571,-4.297340977,0.016596737,4.297815157
5.2880005,-0.051677514,-3.682736047,0.009867176,3.683111825
5.2980225,-0.209900917,-3.155150549,-0.003762683,3.16212706
5.3080435,-0.192337983,-2.546978141,0.074670698,2.555321362
5.3180655,-0.088386822,-1.909597136,0.025559934,1.911812429
5.3280865,-0.0362471,-1.207834706,-0.018912819,1.208526468
5.3381085,0.089467571,-0.482469588,0.031824056,0.491725655
5.3481295,0.051176449,0.223811498,-0.013527533,0.229986108
5.3581515,-0.230365295,1.021623034,0.002045356,1.047275501
5.3681725,-0.360387947,1.690319971,0.02464426,1.728487321
5.3781945,-0.113688857,2.299214657,0.111767188,2.304735364
5.3882155,0.103808525,3.001258558,0.015825489,3.003095001
5.3982375,0.401659459,3.633065412,0.030960422,3.655332154
5.4082585,0.605329419,4.323773316,-0.005247291,4.36594399
5.4182805,0.091579274,4.741404554,0.124105398,4.743912526
5.4283015,-0.634103786,5.157234265,0.08863151,5.196826765
5.4383235,-0.087703283,5.645298432,0.156883135,5.648158866
5.4483445,0.412803594,6.012526964,0.076497368,6.02716676
5.4583665,0.138492783,6.230253886,0.049116027,6.231986531
5.4683875,-0.200473835,6.356933228,0.049563339,6.360286657
5.4784095,-0.121870199,6.51130206,0.106592402,6.513314733
5.4884305,0.227238917,6.329341387,0.149706847,6.3351884
5.4984525,0.164224131,6.111722639,0.138925166,6.115506797
5.5084735,-0.159083972,5.943445619,0.046273695,5.94575435
5.5184955,-0.143350723,5.735480039,0.045821121,5.737454164
5.5285165,0.091256846,5.452730325,0.084142018,5.454142984
5.5385385,0.14199183,5.024073869,0.081893179,5.026747101
5.5485595,0.043303552,4.583653692,0.168707374,4.586961799
5.5585815,-0.072300136,4.231168622,0.078737437,4.232518731
5.5686025,0.089663672,3.543823745,0.064053324,3.545536509
5.5786245,0.112207712,3.022652643,-0.025175772,3.024839399
5.5886455,0.156007697,2.389489089,0.077796035,2.39583988
5.5986675,0.159761482,1.632871955,0.014911569,1.640736696
5.6086885,0.140256614,1.137689387,0.097088923,1.150406588
5.6187105,-0.043144955,0.518355887,-0.060521606,0.5236575
5.6287315,-0.137404068,-0.330495702,-0.007386203,0.357996987
5.6387535,-0.454489564,-1.024739819,-0.038501576,1.121666096
5.6487745,-0.102344218,-1.652096576,-0.001506243,1.65526424
5.658796333,-0.042672642,-2.296323794,0.016465175,2.296779271
5.668817333,0.034550156,-2.994916375,0.100599591,2.996804646
5.678839333,0.03314909,-3.641419036,0.024392245,3.641651609
5.688860333,0.041869221,-4.03197445,-0.055698237,4.032576508
5.698882333,0.017725286,-4.604789038,-0.034295089,4.60495086
5.708903333,-0.008245515,-5.010991309,-0.027419933,5.011073112
5.718925333,-0.216120326,-5.488061541,0.02871743,5.492390387
5.728946333,-0.133544933,-5.767182473,-0.059608855,5.769036414
5.738968333,0.012104965,-6.068428684,0.011183969,6.068451063
5.748989333,0.027975044,-6.171508664,-0.033862395,6.171664967
5.759011333,-0.07299003,-6.207121131,-0.063054619,6.207870502
5.769032333,-0.175722114,-6.075668122,-0.09778825,6.078995306
5.779054333,-0.221257489,-5.911040935,-0.020544777,5.915216133
5.789075333,-0.012927079,-5.709319012,-0.054673221,5.709595419
5.799097333,0.073074828,-5.540525683,-0.010963529,5.541018406
5.809118333,0.076263438,-5.2699335,-0.015002786,5.270506644
5.819140333,0.008945262,-4.927395421,0.003717075,4.927404942
5.829161333,-0.121619427,-4.470816464,-0.025770434,4.472544606
5.839183333,-0.190525474,-3.864490021,-0.003915296,3.869185755
5.849204333,-0.149609162,-3.470596139,-0.024741324,3.473907396
5.859226333,-0.010492874,-2.920914014,0.016566331,2.920979839
5.869247333,0.055378545,-2.304099421,0.071341293,2.305868709
5.879269333,0.000749284,-1.670844796,0.013106534,1.670896369
5.889290333,0.051945997,-0.984208674,0.029563522,0.986021857
5.899312333,-0.070144099,-0.302907552,-0.008310063,0.311034141
5.909333333,-0.19320169,0.373483481,-0.001130852,0.420497423
5.919355333,-0.12481017,1.018951075,-0.029565861,1.026992217
5.929376333,-0.025815293,1.616768869,0.108307391,1.620598191
5.939398333,-0.070702248,2.278696193,0.052030279,2.280386436
5.949419333,-0.014924031,2.918709906,0.026732301,2.918870476
5.959441333,0.354117978,3.540430021,0.00623781,3.558101064
5.969462333,0.153516418,4.060219718,0.072713635,4.06377149
5.979484333,-0.126760217,4.47444583,0.105356886,4.477480733
5.989505333,0.146606379,4.952857706,0.092792389,4.955895813
5.999527333,0.058570102,5.361128429,0.084565356,5.362115235
6.009548333,-0.182959871,5.565718412,0.032473097,5.568819467
6.019570333,0.014468515,5.803343993,0.045938065,5.803543844
6.029591333,0.149970191,5.952567276,0.110457412,5.955480591
6.039613333,0.255755532,6.003586571,0.127077538,6.010375305
6.049634333,-0.198992553,5.858958031,0.089504499,5.863019555
6.059656333,-0.078995591,5.773110965,0.094140757,5.774418845
6.069677333,0.223166916,5.62098454,0.059560323,5.625728229
6.079699333,-0.063387107,5.338007369,0.124976633,5.339846417
6.089720333,-0.103345773,4.899477597,0.064951456,4.900997834
6.099742333,-0.099599726,4.605979823,0.072570378,4.607628099
6.109763333,0.149812079,4.180909465,0.086475057,4.184486294
6.119785333,0.22518775,3.756498088,0.089747744,3.764311632
6.129806333,0.129653684,3.277204744,0.082714713,3.280811292
6.139828333,-0.025572752,2.748441617,0.025226642,2.748676349
6.149849333,-0.028177504,2.181258483,-0.011462297,2.181470588
6.159871333,0.048626903,1.473697734,0.019968241,1.474634978
6.169892333,0.074389283,0.882673309,-0.011460543,0.88587656
6.179914333,0.07183795,0.176106697,-0.011902592,0.190567394
6.189935333,-0.191785074,-0.403958804,0.0149104,0.447422116
6.199957333,-0.33411871,-1.079478967,0.010567088,1.130053899
6.209978333,-0.302850432,-1.699663383,0.026297268,1.726634167
6.220000333,-0.023817464,-2.24485894,0.046805792,2.245473161
6.230021333,0.048555452,-2.907660423,0.0551983,2.908589627
6.240043333,-0.000291178,-3.453829833,-0.005275358,3.453833874
6.250064333,0.085975997,-3.870284904,-0.056622097,3.871653803
6.260086333,0.069043329,-4.470589592,0.010872313,4.471135928
6.270107333,-0.034958547,-5.045283474,-0.034630719,5.045523434
6.280129333,0.118709094,-5.235152507,-0.039279841,5.236645541
6.290150333,0.034888851,-5.585274425,-0.028953658,5.585458436
6.300172333,-0.141963352,-5.733884919,-0.017570298,5.735668973
6.310193333,-0.193435706,-5.845638074,-0.06337914,5.849181035
6.320215333,-0.263791068,-5.803510054,-0.058592609,5.809797567
6.330236333,-0.122674329,-5.45814894,-0.012483221,5.459541617
6.340258333,-0.033955435,-5.294821588,-0.060084234,5.295271357
6.350279333,0.030493421,-5.104085414,-0.019214535,5.104212668
6.360301333,0.005318175,-5.034374909,-0.015767602,5.03440241
6.370322333,0.006678311,-4.770112921,0.00998529,4.770128047
6.380344333,0.000622573,-4.403566175,-0.001086413,4.403566353
6.390365333,-0.008279539,-4.030339861,0.030939372,4.030467118
6.400387333,-0.049032868,-3.576202994,-0.032672487,3.576688352
6.410408333,-0.132755787,-2.997971545,0.022866122,3.000996559
6.420430333,-0.102683968,-2.409653066,0.009836186,2.411859997
6.430451333,-0.098336801,-1.943980957,0.052494548,1.947174303
6.440473333,-0.098378618,-1.412728086,0.044714828,1.416855114
6.450494333,-0.02559112,-0.764815076,-0.022208894,0.765565309
6.460516333,0.111845897,-0.146944111,0.005028605,0.184735929
6.470537333,0.035710641,0.518752694,0.043352426,0.521784476
6.480559333,-0.151854401,1.154581409,-0.033130909,1.164995985
6.490580333,-0.159062758,1.694705675,0.044721844,1.702741416
6.500602333,-0.104141012,2.226032806,0.04652688,2.228953152
6.510623333,0.106150408,2.792160079,0.020331354,2.794251095
6.520645333,0.380945369,3.347042719,0.0297787,3.368783327
6.530666333,-0.035601554,3.839750744,0.088321608,3.840931391
6.540688333,-0.300018918,4.330409905,0.052107462,4.341103142
6.550709333,0.175833065,4.744256533,0.110336375,4.748795788
6.560731333,0.22396327,5.026574138,0.126215073,5.033143884
6.570752333,-0.068784306,5.219483723,0.098227376,5.220861062
6.580774333,-0.044699977,5.391161483,0.068583747,5.391783003
6.590795333,-0.00611696,5.510997829,0.082358032,5.511616581
6.600817333,0.203023185,5.544202412,0.084902156,5.54856803
6.610838333,0.022534516,5.330539305,0.0750227,5.331114845
6.620860333,-0.084202281,5.235004572,0.101668462,5.236668728
6.630881333,0.070500605,5.048429276,0.060353206,5.049282227
6.640903333,0.057317852,4.800371093,0.083541509,4.801440112
6.650924333,0.04361011,4.52113,0.040706561,4.521523564
6.660946958,-0.101912437,4.092764736,0.109693181,4.095502645
6.670967958,-0.038932278,3.647498387,0.043351257,3.647963752
6.680989958,0.053285324,3.324065792,0.083292418,3.325536099
6.691010958,0.033020433,2.862225218,0.038056603,2.862668659
6.701032958,0.120026088,2.369569379,0.058839362,2.373336759
6.711053958,0.118599596,1.842782026,0.059583127,1.847555577
6.721075958,0.10758621,1.292041116,-0.006436615,1.296528622
6.731096958,0.145812135,0.693055342,0.026651024,0.708729259
6.741118958,-0.039031846,0.096458109,0.004062645,0.104135281
6.751139958,-0.36833731,-0.569781125,0.039994955,0.679648807
6.761161958,-0.336007982,-1.171358971,-0.04442656,1.219408431
6.771182958,-0.153240566,-1.816188597,0.022494239,1.822780755
6.781204958,-0.018385615,-2.283955763,0.002293863,2.284030915
6.791225958,0.017662429,-2.813949436,0.083278384,2.815236878
6.801247958,0.035462477,-3.303187724,-0.01521504,3.303413118
6.811268958,0.120825951,-3.783159929,0.022654452,3.785156692
6.821290958,0.008252175,-4.164891018,-0.073151007,4.165541544
6.831311958,0.062319405,-4.456343728,-0.016873895,4.4568114
6.841333958,-0.025109374,-4.829196989,0.002730065,4.829263038
6.851354958,-0.093194193,-5.111110259,-0.046366081,5.112170092
6.861376958,-0.196234586,-5.232266321,0.003630536,5.235946147
6.871397958,-0.191771497,-5.2892948,-0.062682737,5.293141309
6.881419958,0.036517319,-5.242879018,-0.008346316,5.243012833
6.891440958,0.038400456,-5.089394869,-0.048610827,5.089771875
6.901462958,-0.01075466,-4.952858291,0.031477901,4.952969995
6.911483958,-0.050189105,-4.851592409,-0.009682989,4.851861665
6.921505958,-0.138869672,-4.53768873,0.007093842,4.539818732
6.931526958,-0.092555714,-4.237825093,-0.057268215,4.239222538
6.941548958,0.015098233,-3.944440755,-0.004420495,3.944472128
6.951569958,0.029384287,-3.608579611,-0.032990575,3.608850042
6.961591958,-0.103432796,-3.232300175,0.045596588,3.234276088
6.971612958,-0.059590039,-2.734847718,0.013111796,2.735528273
6.981634958,-0.035142977,-2.180975478,0.058021921,2.182030157
6.991655958,-0.038596808,-1.617383996,-0.046910457,1.618524419
7.001677958,-0.093037497,-1.102322869,-0.002770411,1.106245614
7.011698958,-0.031892806,-0.583023424,-0.001574655,0.583897203
7.021720958,-0.060849689,-0.043638456,0.007698444,0.075274601
7.031741958,0.03192408,0.535674682,0.039285103,0.538061178
7.041763958,-0.074705553,1.187752955,0.011754073,1.19015804
7.051784958,-0.105706421,1.735553301,0.067144747,1.740065379
7.061806958,0.048917468,2.189952562,-0.003515931,2.190501656
7.071827958,0.112922233,2.69070124,0.074483587,2.694099552
7.081849958,0.135700244,3.193261239,0.000543791,3.196143331
7.091870958,-0.02948305,3.713911062,0.097401749,3.715305065
7.101892958,-0.085056358,4.050337923,0.058637048,4.05165524
7.111913958,0.089778944,4.357593903,0.110585466,4.359921333
7.121935958,0.035391629,4.641564224,0.060599374,4.64209471
7.131956958,0.069356232,4.87578351,0.09473308,4.877196887
7.141978958,0.027047899,5.035963013,0.075574093,5.036602674
7.151999958,-0.108156935,5.097155879,0.095780316,5.099202863
7.162021958,0.109933063,5.043204789,0.054765022,5.044700093
7.172042958,0.145763905,4.820727589,0.107005801,4.824117727
7.182064958,-0.082407441,4.719084562,0.06329494,4.720228421
7.192085958,-0.057996015,4.566529244,0.053555233,4.567211517
7.202107958,-0.015477438,4.354910031,0.086927047,4.355805005
7.212128958,0.072043923,4.075406983,0.103377603,4.077354453
7.222150958,0.086418915,3.715980392,0.083742068,3.717928352
7.232171958,0.022817585,3.341572356,0.07593779,3.342512977
7.242193958,-0.00786916,2.921187664,0.028167207,2.921334059
7.252214958,0.003518014,2.481608609,0.016769814,2.481667764
7.262236958,0.068277156,2.036871872,0.031272663,2.038255816
7.272257958,0.130200865,1.492899406,0.060907522,1.49980353
7.282279958,0.046169976,0.96683243,0.027225221,0.968317008
7.292300958,0.063327716,0.476664947,0.023044462,0.48140515
7.302322958,-0.163424689,-0.146231509,0.03159426,0.22156146
7.312343958,-0.449862699,-0.651568396,-0.032910469,0.792465092
7.322365958,-0.099108021,-1.134797281,-0.016444709,1.139235576
7.332386958,0.059310213,-1.646060496,0.039257036,1.647596423
7.342408958,0.099389382,-2.152971847,0.035823551,2.15556242
7.352429958,0.037749254,-2.635725718,0.010837814,2.636018309
7.362451958,0.006684514,-3.055762794,0.00800016,3.055780577
7.372472958,-0.014956707,-3.530977704,-0.016245319,3.531046751
7.382494958,-0.093399586,-3.879060698,0.018617535,3.880229631
7.392515958,-0.088426456,-4.262001575,-0.030631224,4.263028845
7.402537958,-0.029211616,-4.527785886,0.048998498,4.528145227
7.412558958,-0.046299711,-4.703389758,-0.046056179,4.703843115
7.422580958,-0.075130111,-4.900577751,-0.052498056,4.901434777
7.432601958,-0.06648291,-4.952780523,-0.052201018,4.953501774
7.442623958,-0.053827485,-4.882154928,-0.010886931,4.882463791
7.452644958,-0.025321833,-4.60434465,0.019654831,4.604456228
7.462666958,-0.077428793,-4.559709929,0.00977596,4.560377772
7.472687958,-0.107043515,-4.443917225,-0.004597666,4.445208629
7.482709958,-0.071713889,-4.215122693,-0.07016308,4.216316527
7.492730958,-0.009573125,-3.906885843,-0.042005228,3.907123376
7.502752958,0.031208911,-3.612751307,-0.016262861,3.612922707
7.512773958,-0.012831002,-3.201777416,0.09093122,3.203094089
7.522795958,-0.105265779,-2.760023198,-0.036439263,2.762270218
7.532816958,-0.132727876,-2.432320674,0.076278098,2.437133336
7.542838958,-0.043086616,-1.951622537,-0.062477499,1.953097648
7.552859958,-0.002882892,-1.454670749,0.047391098,1.455445366
7.562881958,0.061692058,-0.885468278,-0.064870765,0.889982134
7.572902958,0.057454915,-0.129629847,0.059657972,0.1538312
7.582924958,-0.112091435,0.289641188,0.047824962,0.314235158
7.592945958,-0.287187988,0.647442162,0.04048846,0.709434712
7.602967958,-0.176915951,1.221472971,0.009803442,1.234257502
7.612988958,0.071735405,1.697650918,0.017886048,1.699259991
7.623010958,0.2407454,2.491164421,0.033907419,2.502999847
7.633031958,0.266570194,2.908157144,0.021047053,2.920424733
7.643053958,-0.114660528,3.291286009,0.109075715,3.295088488
7.653074958,-0.345548883,3.616606377,0.030052934,3.633200916
7.663096208,0.404795138,3.982331005,0.101301257,4.004133025
7.673117208,0.211117284,4.305641392,0.053863381,4.311150609
7.683139208,-0.340164292,4.479192892,0.112392256,4.493496715
7.693160208,-0.020956311,4.630948604,0.017634618,4.631029596
7.703182208,0.249913651,4.691306195,0.142028868,4.700104557
7.713203208,0.042666452,4.659893491,0.07587347,4.660706444
7.723225208,-0.007410359,4.369609931,0.069875981,4.370174884
7.733246208,-0.16579409,4.280522631,0.065680019,4.284235701
7.743268208,0.171754176,4.18895845,0.067326595,4.193018633
7.753289208,0.110901672,3.915947273,0.087978376,3.918505126
7.763311208,-0.217547303,3.467994713,0.076435972,3.47565197
7.773332208,0.006258193,3.304739575,0.099325483,3.306237798
7.783354208,0.132999543,3.124203283,0.006650038,3.127040015
7.793375208,0.099963542,2.756052061,0.072347015,2.758813108
7.803397208,-0.031444316,2.338333991,0.039399124,2.338877272
7.813418208,0.044864133,1.971697052,0.04147547,1.972643472
7.823440208,0.119653255,1.559090033,0.045964962,1.564350156
7.833461208,-0.048344939,1.135859355,0.033096995,1.137369385
7.843483208,-0.027191645,0.628789179,-0.008664989,0.629436493
7.853504208,-0.056115222,0.0769138,0.020824274,0.097459228
7.863526208,-0.104683561,-0.419321997,0.014556643,0.432436679
7.873547208,-0.139614151,-0.928622776,0.006469944,0.93908159
7.883569208,-0.067324704,-1.31908215,0.038205707,1.321351585
7.893590208,-0.067244798,-1.790876585,0.046444434,1.79274033
7.903612208,-0.070757842,-2.240476306,0.011726006,2.24162402
7.913633208,0.02524714,-2.715722938,-0.022100721,2.715930215
7.923655208,0.027801551,-3.085045357,0.03523883,3.085371867
7.933676208,-0.036444882,-3.307219087,-0.04198944,3.307686417
7.943698208,0.004938001,-3.548624016,0.024467089,3.548711799
7.953719208,0.091653552,-3.771573379,6.31499E-05,3.772686858
7.963741208,-0.017493823,-4.006766519,-0.041682462,4.007021512
7.973762208,-0.217528811,-4.224683183,-0.053063482,4.230612546
7.983784208,0.00341619,-4.21573402,-0.015799177,4.215765009
7.993805208,-0.025962994,-4.229636067,-0.015196329,4.22974305
8.003827208,-0.131750907,-4.137214392,0.00725581,4.139318044
8.013848208,-0.127544082,-4.015842567,-0.013561447,4.017890358
8.023870208,-0.009997309,-3.830811521,0.033437887,3.830970497
8.033891208,-0.013312027,-3.758166298,-0.053673347,3.758573129
8.043913208,0.016447057,-3.522246349,0.028218078,3.522397779
8.053934208,0.031524244,-3.261993505,-0.017278522,3.262191587
8.063956208,0.024874562,-2.917786338,0.027343335,2.918020479
8.073977208,-0.099801172,-2.578145262,0.007441167,2.580086944
8.083999208,-0.153060974,-2.224739256,0.011189817,2.230026374
8.094020208,-0.109994239,-1.811965446,-0.033560679,1.815611145
8.104042208,-0.072058971,-1.435263986,0.00071453,1.437071924
8.114063208,-0.029489011,-1.068656355,-0.017114215,1.069200123
8.124085208,0.111683619,-0.585204691,0.071646518,0.600059151
8.134106208,0.031667469,-0.10277545,0.093339103,0.142400175
8.144128208,0.003703398,0.524437284,0.001719081,0.524453177
8.154149208,-0.122340955,0.830774739,0.02475945,0.840099403
8.164171208,-0.249863439,1.190289697,-0.049027149,1.217220178
8.174192208,-0.095014925,1.61424141,0.072517169,1.618660528
8.184214208,0.00941383,2.050759009,0.014613946,2.050832684
8.194235208,0.133269008,2.456355946,0.131082296,2.46345849
8.204257208,0.219964962,2.831148729,0.029447163,2.839833594
8.214278208,0.156794166,3.23238262,0.098905653,3.237694263
8.224300208,-0.007780981,3.560752896,-0.003168021,3.560762807
8.234321208,-0.061240256,3.743944993,0.051325105,3.744797557
8.244343208,0.016833307,3.926314094,0.043247176,3.926588347
8.254364208,0.006326692,4.082735007,0.128120096,4.084749676
8.264386208,0.011275794,4.109957011,0.063747514,4.110466826
8.274407208,0.084383316,4.087195263,0.062699693,4.088547041
8.284429208,0.134854901,3.921353316,0.059856777,3.924127994
8.294450208,-0.105511599,3.790930586,0.058356382,3.792847595
8.304472208,-0.085925729,3.666997974,0.113883296,3.669772033
8.314493208,0.047987514,3.510368316,0.07839479,3.511571479
8.324515208,0.067126534,3.300836266,0.057430183,3.302018209
8.334536208,0.053813863,3.044958309,-0.032399422,3.045606139
8.344558208,0.048370365,2.741518807,0.069226356,2.742819233
8.354579208,0.068569704,2.4080635,0.065311645,2.409924736
8.364601208,0.122112585,2.069293074,0.100012531,2.075304271
8.374622208,0.086203691,1.6619677,0.040114238,1.664685214
8.384644208,-0.075192375,1.226779319,0.013747389,1.229158404
8.394665208,-0.221627179,0.853763359,-0.055851434,0.883826829
8.404687208,-0.117441975,0.387179524,-0.02770937,0.405547051
8.414708208,0.067237804,-0.028762655,0.049083867,0.088076323
8.424730208,-0.014813674,-0.43996921,0.064662019,0.444942162
8.434751208,-0.077983456,-0.905802409,0.054187317,0.91076654
8.444773208,-0.108220487,-1.336456566,-0.031290205,1.341196072
8.454794208,-0.093113794,-1.766236419,-0.00747625,1.768704938
8.464816208,-0.045935004,-2.118144515,-0.022589548,2.118762964
8.474837208,-0.020711308,-2.424583931,-0.004324016,2.424676245
8.484859208,0.029601589,-2.762416463,0.085191008,2.763888289
8.494880208,0.031954846,-3.021419757,-0.030517203,3.021742835
8.504902208,-0.088180123,-3.348104281,-0.007763348,3.349274291
8.514923208,-0.062436802,-3.526178017,-0.022884833,3.526804996
8.524945208,-0.056511366,-3.685326656,-0.015252462,3.685791466
8.534966208,-0.049971616,-3.851383195,-0.018243898,3.851750578
8.544988208,-0.035450262,-3.91441998,-0.006420243,3.914585766
8.555009208,-0.041079942,-3.882832152,-0.038453629,3.883239854
8.565031208,-0.021469235,-3.77582489,-0.033965891,3.776038692
8.575052208,0.011170809,-3.687508544,-0.024534332,3.687607081
8.585074208,-0.072705001,-3.577076275,-0.006565838,3.577821098
8.595095208,-0.107358461,-3.386883892,-0.011349446,3.388604011
8.605117208,-0.040134831,-3.157755192,0.010812671,3.158028747
8.615138208,0.011130696,-2.891991639,0.024298105,2.892115131
8.625160208,-0.06698494,-2.590867926,0.048554694,2.592188487
8.635181208,-0.097833036,-2.284939411,0.020262356,2.287122641
8.645203208,-0.094146567,-1.934627312,-0.034819584,1.937229676
8.655224208,-0.045765079,-1.475594717,0.012632909,1.476358291
8.665246708,-0.077571429,-1.155949803,0.030301441,1.158945836
8.675267708,0.016677849,-0.74328,0.071599156,0.746906787
8.685289708,0.034229404,-0.27557244,0.057378142,0.283556119
8.695310708,-0.010708486,0.229411157,-0.016732392,0.230269676
8.705332708,-0.076139149,0.586187353,-0.033943087,0.592085226
8.715353708,-0.148940277,0.917500349,-0.044566308,0.93057845
8.725375708,-0.099215098,1.26417738,0.059766145,1.269472361
8.735396708,0.035172112,1.65126671,0.062617832,1.652827825
8.745418708,0.109566159,2.033660581,0.045562089,2.037119536
8.755439708,0.130243239,2.372454541,0.021026003,2.376119935
8.765461708,0.033167152,2.686363483,0.02103185,2.686650547
8.775482708,-0.090921463,2.936127884,0.072370988,2.938426658
8.785504708,-0.118314471,3.174730828,0.036595969,3.177145481
8.795525708,0.133199454,3.462605335,0.126412125,3.467471387
