Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
8.805547708,0.202141534,3.607594063,0.063691381,3.613814151
8.815568708,-0.06917389,3.644573609,0.100366287,3.64661147
8.825590708,-0.136940713,3.726101922,0.028367182,3.728725384
8.835611708,0.083315468,3.687877796,0.067130713,3.689429582
8.845633708,0.075425158,3.550003082,0.078055651,3.551662079
8.855654708,-0.110505505,3.422083838,0.101707054,3.425377875
8.865676708,0.0189419,3.303156149,0.050948544,3.30360335
8.875697708,0.082092679,3.175112651,0.055873654,3.176665142
8.885719708,-0.048479717,2.965712457,0.062000366,2.966756597
8.895740708,-0.036616374,2.622910961,0.027702938,2.623312814
8.905762708,0.053422949,2.368410753,0.077979053,2.370296235
8.915783708,0.084484135,2.070313706,0.014351991,2.072086482
8.925805708,0.026084,1.551687166,0.096218857,1.554886332
8.935826708,0.060518129,1.271957539,-0.004387166,1.27340397
8.945848708,0.050339036,0.951783451,0.083622785,0.956775066
8.955869708,-0.077720697,0.653465452,-0.076983857,0.662558766
8.965891708,-0.057938466,0.282378855,0.029444824,0.289761421
8.975912708,-0.135590645,-0.137168608,0.016282157,0.193559186
8.985934708,-0.16610476,-0.519909931,0.029160064,0.546577933
8.995955708,-0.073730196,-0.836190357,0.04382839,0.840578005
9.005977708,-0.080744548,-1.266373301,0.000422169,1.268944916
9.015998708,-0.056715836,-1.624235763,0.033213939,1.62556503
9.026020708,0.045147526,-1.963794832,-0.006448894,1.964324319
9.036041708,0.02849165,-2.262200759,-0.028744327,2.262562769
9.046063708,-0.014495718,-2.65663273,0.024401016,2.656784334
9.056084708,-0.071014621,-2.971200653,0.049998372,2.97246972
9.066106708,-0.027413515,-3.120972112,0.036528141,3.121306254
9.076127708,0.015473756,-3.20956737,0.008389585,3.209615635
9.086149708,0.018502961,-3.325185534,-0.026634067,3.325343677
9.096170708,-0.081133626,-3.495213794,-0.051029236,3.496527723
9.106192708,-0.086665311,-3.568020692,0.007048234,3.569080024
9.116213708,0.06461684,-3.405607261,0.02860224,3.4063403
9.126235708,0.119345472,-3.238709308,0.007044141,3.240915139
9.136256708,0.042310649,-3.2303206,-0.025882115,3.230701356
9.146278708,-0.107718869,-3.097941391,-0.04713499,3.100171919
9.156299708,-0.17704057,-2.93946986,-0.036045161,2.945017093
9.166321708,-0.206502534,-2.704161823,0.009616916,2.712052165
9.176342708,-0.09459123,-2.47873441,0.090903153,2.48220369
9.186364708,-0.05927317,-2.264997336,0.027141606,2.265935327
9.196385708,0.009844829,-1.92649135,0.036421137,1.926860748
9.206407708,0.036433973,-1.644713443,-0.07613718,1.646877839
9.216428708,0.006797146,-1.283334174,0.011440077,1.283403163
9.226450708,-0.032258317,-0.892940947,-0.062494456,0.895706252
9.236471708,-0.108083031,-0.565893165,0.082095492,0.581942167
9.246493708,-0.117209174,-0.203038351,0.020420231,0.235328596
9.256514708,-0.067694677,0.145653082,0.029693331,0.163337331
9.266536708,0.049314138,0.537047827,-0.004890026,0.539329366
9.276557708,0.066997059,0.901802695,-0.034217906,0.90493512
9.286579708,0.04547566,1.279732143,0.087325827,1.283514002
9.296600708,-0.115684165,1.655021354,0.062190986,1.660224752
9.306622708,-0.151676409,1.923890363,0.080299813,1.931529943
9.316643708,-0.018936226,2.183612865,0.082996548,2.185271642
9.326665708,0.081258372,2.456572878,0.065943729,2.458800887
9.336686708,0.123815285,2.738316579,-0.019678804,2.741184993
9.346708708,0.037008791,2.998266245,0.038554786,2.998742503
9.356729708,-0.114534639,3.154442744,0.046489457,3.156863709
9.366751708,-0.018015212,3.264445243,0.107709805,3.266271374
9.376772708,0.103323224,3.381052464,0.084502791,3.383686181
9.386794708,0.12160988,3.407812538,0.035704268,3.410168626
9.396815708,-0.006584956,3.212854674,-0.019382935,3.21291989
9.406837708,-0.117684379,3.090045604,0.055760803,3.092788501
9.416858708,0.017286142,3.038832766,0.051709267,3.039321838
9.426880708,0.005716795,2.919003144,0.114566835,2.921256167
9.436901708,-0.021794592,2.735306725,0.078178443,2.736510506
9.446923708,-0.060544547,2.50643501,0.045536946,2.507579652
9.456944708,0.066505285,2.275047676,0.029954116,2.276216626
9.466966708,0.020576388,2.079941146,0.00554433,2.080050312
9.476987708,0.055556995,1.747574445,0.054628782,1.749310528
9.487009708,0.074451108,1.500021022,0.03246608,1.502218387
9.497030708,-0.04911557,1.155873643,0.051761892,1.158074053
9.507052708,-0.117281314,0.835104748,-0.017857397,0.843489024
9.517073708,-0.047569169,0.471696093,0.059824033,0.477848244
9.527095708,-0.014081717,0.133225255,0.058323053,0.146112428
9.537116708,-0.028266249,-0.249196308,0.093508088,0.267659379
9.547138708,-0.058799464,-0.614697316,0.035881439,0.61854478
9.557159708,-0.117736629,-0.948854654,0.040531145,0.956989991
9.567181708,-0.128233021,-1.2677607,-0.060200593,1.275650818
9.577202708,-0.042831467,-1.574132434,-0.048516687,1.575462257
9.587224708,-0.010302177,-1.871556759,-0.022915823,1.8717254
9.597245708,0.019027479,-2.140051547,0.015111544,2.140189484
9.607267708,0.075186244,-2.4119212,0.059869641,2.413835376
9.617288708,0.009959604,-2.652446124,0.008827541,2.652479512
9.627310708,-0.044582164,-2.832495927,0.023496451,2.832944198
9.637331708,-0.062927525,-2.957315855,-0.055090127,2.958498244
9.647353708,-0.127439279,-3.090918301,-0.00554316,3.093549327
9.657373833,-0.114003566,-3.162894894,-0.060777129,3.165532307
9.667395833,0.013519535,-3.192761302,0.054187902,3.19324973
9.677416833,0.039049661,-3.107861485,-0.028136802,3.108234156
9.687438833,-0.035427001,-3.038104787,0.087726946,3.039577567
9.697459833,-0.030192258,-2.996793624,-0.028422731,2.997080487
9.707481833,-0.047734951,-2.842782057,0.009011729,2.843197084
9.717502833,-0.067292805,-2.704983357,-0.051160213,2.706303872
9.727524833,-0.012712728,-2.341291367,0.064855562,2.342223969
9.737545833,-0.030729608,-2.107359618,0.02819235,2.107772207
9.747567833,-0.1276356,-1.955439161,0.002596748,1.959601975
9.757588833,-0.041203259,-1.660544487,0.031930475,1.661362471
9.767610833,0.080122322,-1.326223354,0.025948774,1.32889477
9.777631833,0.002164731,-0.976784391,0.007982034,0.976819403
9.787653833,-0.005241736,-0.708221119,-0.00848314,0.708291319
9.797674833,-0.10806707,-0.426443504,0.074757237,0.446229984
9.807696833,-0.082388639,0.055772031,-0.025534791,0.1027153
9.817717833,-0.127968544,0.357032376,0.040626454,0.381442754
9.827739833,-0.098150996,0.596347584,-0.031225886,0.605176929
9.837760833,0.071135887,1.050175061,0.074909849,1.055243791
9.847782833,-0.006716459,1.1757351,0.017887217,1.175890339
9.857803833,0.039819497,1.380023293,0.106202393,1.384676435
9.867825833,0.07377363,1.742016228,0.045285516,1.744165665
9.877846833,-0.032017014,2.015198874,-0.003656849,2.015456515
9.887868833,-0.072061008,2.257574588,0.043799154,2.259148993
9.897889833,-0.031527881,2.407002815,-0.001860584,2.407210008
9.907911833,0.095309853,2.587471571,0.124777243,2.592231174
9.917932833,0.162532587,2.767291579,0.053075176,2.772568574
9.927954833,0.039545971,2.867728617,0.081069306,2.869146831
9.937975833,-0.145741686,2.97327086,0.041401795,2.977128542
9.947997833,-0.073725994,2.921945463,0.027474312,2.923004558
9.958018833,0.080711968,2.780225912,0.041836828,2.781711859
9.968040833,0.132677983,2.711516743,0.039891459,2.715053926
9.978061833,-0.018081331,2.65586236,0.052010399,2.656433114
9.988083833,-0.178025716,2.411038709,0.057387498,2.418283304
9.998104833,0.055915192,2.226856533,0.069195365,2.228632882
10.00812683,0.109157795,2.075591549,0.044190332,2.078929649
10.01814783,-0.020265641,1.901332974,0.038195182,1.901824557
10.02816983,-0.059877626,1.777358846,0.061385824,1.779426317
10.03819083,-0.028520205,1.584949783,0.007486775,1.585224044
10.04821283,0.045677823,1.316337321,0.056881129,1.318357261
10.05823383,0.015899022,1.043272057,0.029631935,1.04381388
10.06825583,-0.042991283,0.754045602,0.038165361,0.756233836
10.07827683,0.023335904,0.433270969,0.043851779,0.436109247
10.08829883,-0.034270056,0.124117394,0.040406014,0.134952622
10.09831983,-0.139623689,-0.203454855,0.041453251,0.250213958
10.10834183,-0.062959186,-0.641922756,-0.014829124,0.6451733
10.11836283,-0.036350203,-0.875322336,0.033681716,0.876724009
10.12838483,-0.098695537,-1.145341054,-0.008072666,1.149613894
10.13840683,-0.039402152,-1.374486857,-0.026638745,1.375309519
10.14842783,0.049099687,-1.636393148,0.052855906,1.637982619
10.15844883,0.079645363,-1.853291081,0.036094862,1.855352811
10.16847083,-0.02795763,-2.047055967,0.007954552,2.047262327
10.17849183,-0.099404384,-2.270628497,0.00196408,2.272804184
10.18851383,-0.024296515,-2.40930808,-0.016303791,2.409485745
10.19853483,-0.022273876,-2.545000905,-0.024685775,2.545218089
10.20855683,-0.041605173,-2.644975721,-0.00776978,2.645314334
10.21857783,-0.025032903,-2.629814476,0.030698467,2.630112777
10.22859983,0.034848752,-2.706832831,0.062734192,2.707783963
10.23862183,-0.001096801,-2.641404827,0.020679848,2.641486006
10.24864283,-0.057501423,-2.552739403,0.013201844,2.55342107
10.25866383,-0.001696227,-2.497275931,-0.050860836,2.497794382
10.26868583,-0.081880059,-2.323888445,-0.005495213,2.325336975
10.27870683,-0.020645317,-2.197417556,0.00319141,2.197516855
10.28872883,-0.055779865,-2.042810011,0.034628381,2.043864785
10.29874983,-0.048077123,-1.778134772,0.034335435,1.77911596
10.30877183,-0.003116447,-1.646902202,0.049453411,1.647647479
10.31879283,-0.05700737,-1.441767405,-0.012222435,1.442945765
10.32881483,-0.036228809,-1.155623529,-0.020298609,1.156369448
10.33883683,0.050366605,-0.882496139,0.025503801,0.884300104
10.34885783,-0.006577638,-0.604876114,0.032843226,0.605802819
10.35887983,-0.153829024,-0.310801804,0.073706492,0.354533182
10.36890083,-0.10827556,0.083187917,0.024312138,0.138689965
10.37892283,-0.0181346,0.323206197,0.039432453,0.326107387
10.38894383,0.045720581,0.46022645,-0.043497437,0.464532867
10.39896583,-0.018812672,0.714676445,0.038982802,0.715986031
10.40898683,0.023234916,1.039474145,-0.032119925,1.040229805
10.41900883,0.058088908,1.303625912,0.124009504,1.310798687
10.42902983,-0.052133204,1.485989605,0.05500008,1.487920692
10.43905183,-0.072270124,1.697013133,0.052607984,1.699365806
10.44907283,0.088219775,1.883749958,0.034196271,1.886124603
10.45909483,-0.032750342,2.05423167,-0.015196913,2.054548925
10.46911583,0.051491897,2.23439871,0.092283096,2.236896328
10.47913783,-0.008471049,2.401758301,0.023729755,2.401890463
10.48915883,-0.054781965,2.460902157,0.126714426,2.464771193
10.49918083,-0.002199183,2.487704039,0.01938352,2.487780525
10.50920183,0.037219524,2.429598795,0.098568268,2.431882255
10.51922383,0.15486707,2.335563288,-0.005769448,2.340699248
10.52924483,0.018442826,2.319017276,0.05035973,2.319637335
10.53926683,-0.1450763,2.212347836,0.040922908,2.217477118
10.54928783,-0.085885329,2.102649539,0.056778803,2.105168689
10.55930983,-0.003534409,1.980934629,0.071440696,1.982225585
10.56933083,0.059310812,1.83358611,0.015744798,1.834612683
10.57935283,0.130624678,1.700935007,0.022174396,1.706087456
10.58937383,-0.074670314,1.512444894,0.060490615,1.515494747
10.59939583,-0.045172747,1.276991553,0.044761605,1.278574051
10.60941683,-0.061681597,1.041282615,0.066913782,1.045251912
10.61943883,-0.022957818,0.830444152,0.010622052,0.830829332
10.62945983,0.105523696,0.576853113,0.032925671,0.587349014
10.63948183,0.056729723,0.292437436,0.0034329,0.297908879
10.64950283,-0.102055868,-0.000276062,0.026487302,0.105437439
10.65952858,-0.187970204,-0.36923113,0.064213538,0.419270561
10.66954958,-0.11310706,-0.799373875,-0.00883105,0.807384535
10.67957158,-0.109437731,-0.913034173,0.060780053,0.92157595
10.68959258,-0.058356299,-1.140821156,-0.046849061,1.143273022
10.69961458,0.138332441,-1.376796215,0.015117391,1.383810759
10.70963558,0.161543256,-1.548562706,0.024107485,1.557152481
10.71965758,0.006200488,-1.783375631,0.053158207,1.784178489
10.72967858,-0.141125144,-1.913134702,-0.01869004,1.918423835
10.73970058,-0.16723278,-2.094649086,0.052255982,2.101963912
10.74972158,-0.078267293,-2.159851242,-0.011358216,2.161298722
10.75974358,0.051653686,-2.182737829,0.008102487,2.18336396
10.76976458,-0.006979721,-2.268336096,0.015134933,2.268397325
10.77978658,-0.058188658,-2.340758686,-0.000876498,2.341481991
10.78980758,0.082722826,-2.173567056,-0.002521319,2.175142103
10.79982958,0.109515535,-2.014492823,0.009004712,2.017487564
10.80985058,0.008140676,-1.976224989,0.043740097,1.976725746
10.81987258,-0.065422746,-1.843898991,-0.02361398,1.845210352
10.82989358,-0.213081894,-1.734084919,0.026082675,1.747322152
10.83991558,-0.124299781,-1.525885888,0.02653408,1.531170218
10.84993658,0.02485549,-1.386219441,0.029980429,1.386766369
10.85995858,-0.004107317,-1.241255417,-0.009535055,1.241298835
10.86997958,-0.047998756,-1.033636284,0.039265807,1.035494883
10.88000158,-0.10866725,-0.960846343,-0.03258244,0.967520482
10.89002258,0.024781468,-0.847564215,0.041368466,0.848934962
10.90004458,0.005879846,-0.638661326,0.009339173,0.638756669
10.91006558,-0.06571534,-0.374359138,0.062634789,0.385209537
10.92008758,-0.136793774,-0.166068069,-0.012958599,0.215543651
10.93010858,-0.004678047,0.059632619,0.050355052,0.078189287
10.94013058,0.047783976,0.286175543,0.01068988,0.29033433
10.95015158,0.074254541,0.454746257,0.021769184,0.461282768
10.96017358,-0.008886685,0.693474514,-0.000679446,0.693531785
10.97019458,0.01087356,0.891275221,0.042427397,0.892350737
10.98021658,-0.048032222,1.127448647,0.045427018,1.129385302
10.99023758,-0.00900812,1.408188308,0.046623359,1.408988713
11.00025958,-0.024710123,1.60857692,0.009192408,1.608792963
11.01028058,-0.077941256,1.702212331,0.068023583,1.705353003
11.02030258,-0.023798757,1.681856127,0.034943545,1.682387429
11.03032358,0.081626701,1.812893545,0.031951525,1.815011522
11.04034558,0.11877916,1.879945467,0.061591646,1.884700767
11.05036658,0.019891145,1.881788948,0.003961489,1.881898243
11.06038858,-0.041238507,1.926531842,0.068925809,1.928205467
11.07040958,-0.061331975,1.914789902,0.03135277,1.916028439
11.08043158,-0.050833454,1.811155314,0.107839614,1.815074928
11.09045258,0.027762849,1.715581112,0.01158158,1.715844825
11.10047458,0.109359963,1.735657381,0.069504683,1.740487589
11.11049558,0.100499257,1.630367007,-0.023757237,1.633634318
11.12051758,-0.020658487,1.48733198,0.044493803,1.488140749
11.13053858,-0.13497085,1.409670138,0.011110879,1.416160471
11.14056058,-0.06959547,1.242810338,0.063342302,1.246368049
11.15058158,0.025032483,1.105232809,0.025909013,1.105819815
11.16060358,0.088857304,0.9162163,0.114222434,0.92757463
11.17062458,-0.002438161,0.725283294,0.013483679,0.725412718
11.18064658,-0.067420772,0.486916285,0.058834099,0.495070178
11.19066758,-0.067165815,0.334016932,-0.054629366,0.345054959
11.20068958,-0.060160677,0.14904412,0.046705804,0.167376489
11.21071058,0.015987192,-0.131402458,0.06676994,0.148257955
11.22073258,0.022023963,-0.369544175,0.080543641,0.378860437
11.23075358,-0.023339961,-0.655423977,-0.008214753,0.655890864
11.24077558,-0.028575918,-0.790653265,-0.056861249,0.793210167
11.25079658,-0.010013681,-0.867121908,0.004355591,0.867190665
11.26081858,-0.048277134,-1.100719197,0.016186847,1.101896296
11.27083958,-0.089604021,-1.29666334,0.105255144,1.304010485
11.28086158,-0.066515536,-1.328279528,-0.007461047,1.329964844
11.29088258,-0.033503824,-1.485370531,0.037896389,1.486231562
11.30090458,0.061270328,-1.707388871,-0.030206716,1.708754884
11.31092558,0.028959729,-1.881770091,0.020992674,1.882109995
11.32094758,-0.109294876,-1.883336999,0.000639101,1.886505772
11.33096858,-0.014873553,-1.898405273,0.045694821,1.899013381
11.34099058,0.060181722,-1.875244306,0.026385561,1.876395279
11.35101158,0.04054733,-1.678271345,0.041059148,1.679263126
11.36103358,-0.001957748,-1.606741333,0.004087204,1.606747724
11.37105458,-0.007916509,-1.523003357,-0.044108471,1.523662513
11.38107658,-0.090080843,-1.430067712,0.008736325,1.432928659
11.39109758,-0.135053706,-1.363345134,-0.01760772,1.370131194
11.40111958,-0.020691684,-1.206695888,0.097807546,1.210830057
11.41114058,-0.077050241,-1.062687298,0.01084717,1.065532118
11.42116258,0.03155867,-0.963258978,0.053059974,0.965235292
11.43118358,0.009439553,-0.797489318,-0.012650451,0.797645504
11.44120558,-0.027363855,-0.567565359,0.015799177,0.56844422
11.45122658,-0.210240714,-0.42718113,-0.025513741,0.476797469
11.46124858,-0.103878436,-0.259448158,0.041995288,0.282608705
11.47126958,0.063143296,-0.049856083,0.021789649,0.083351627
11.48129158,0.118269347,0.052538758,0.058760424,0.142129332
11.49131258,0.113019625,0.224856615,0.002628908,0.25167607
11.50133458,-0.11158587,0.379647287,0.049933468,0.398844356
11.51135558,-0.194138779,0.512761527,0.001887481,0.54828625
11.52137758,0.006202096,0.863621034,0.029428452,0.864144543
11.53139858,-0.010136742,1.028354641,0.029730168,1.028834245
11.54142058,0.029707483,1.004802422,0.092152119,1.009456514
11.55144158,-0.038134837,1.055728527,-0.036581351,1.057050228
11.56146358,0.042154135,1.097537581,0.064905263,1.10026288
11.57148458,0.174858901,1.214724334,0.007725341,1.22726954
11.58150658,0.027254567,1.317236915,0.007876199,1.317542385
11.59152758,-0.192820561,1.396885348,0.079574758,1.412374095
11.60154958,-0.148157646,1.404665799,0.039749372,1.413016881
11.61157058,0.045878739,1.401919069,0.075818506,1.404717189
11.62159258,0.244830758,1.421354483,0.011304422,1.442330911
11.63161358,0.076490886,1.300721747,0.040943373,1.303612012
11.64163558,-0.142120286,1.257516378,0.026571502,1.265800798
11.65165658,-0.129099724,1.164295315,0.078357368,1.174048635
11.66167588,0.027062741,1.032066015,0.029103346,1.032830894
11.67169687,0.075579008,0.872972925,0.056792836,0.87807707
11.68171887,-0.054051479,0.736065852,0.061881083,0.740637407
11.69173987,0.037387485,0.569237407,0.05484279,0.573094042
11.70176187,-0.064247113,0.453829085,-0.058621261,0.462087634
11.71178288,-0.033764984,0.408437442,0.062619587,0.414587061
11.72180487,0.049925633,0.391712797,0.032073732,0.39618204
11.73182588,0.011615435,0.214516125,0.045095481,0.219512388
11.74184788,-0.042101127,0.185457089,0.023687071,0.191645282
11.75186887,-0.111143281,0.157953833,-0.042479437,0.197754254
11.76189087,-0.002782279,-0.041307427,0.032508765,0.052639
11.77191187,0.081093335,-0.004284456,-0.019284117,0.083464739
11.78193387,-0.005550017,-0.089839901,0.089543091,0.126964466
11.79195487,-0.132844756,-0.305174371,0.007513087,0.332919769
11.80197687,-0.134916717,-0.520844937,0.089546015,0.545436025
11.81199788,-0.046854228,-0.611092471,-0.01822811,0.613157069
11.82201988,0.004442564,-0.593961299,-0.005508077,0.594003451
11.83204087,0.031065243,-0.710651002,0.031467376,0.712025345
11.84206287,0.033733441,-0.785972568,-0.037987021,0.787612746
11.85208387,0.008245926,-0.889100934,0.045835739,0.89031982
11.86210587,0.006976779,-1.023928006,0.044638814,1.02492432
11.87212687,0.041298382,-1.004400279,0.063501347,1.007252649
11.88214887,0.012705584,-1.004294372,-0.00700438,1.004399163
11.89216988,-0.048505737,-1.091695774,0.037153208,1.093404239
11.90219188,-0.153970417,-1.06579005,-0.027360291,1.077201887
11.91221287,0.008180008,-0.890268477,0.021586166,0.890567704
11.92223487,0.0488223,-0.819562118,0.002275736,0.821018186
11.93225587,-0.054544349,-0.743065627,0.082959711,0.749669211
11.94227787,-0.041241888,-0.672965624,-0.008497759,0.674281719
11.95229887,0.00622665,-0.601251278,0.067246488,0.605032198
11.96232087,-0.014325601,-0.495881821,-0.008343977,0.496158871
11.97234188,-0.082051657,-0.485116512,0.019052567,0.49237537
11.98236388,0.028795952,-0.440372558,-0.011333073,0.441458532
11.99238487,0.050108984,-0.313176615,0.06710674,0.324181765
12.00240687,-0.021907503,-0.176424639,0.029686314,0.180241142
12.01242787,-0.119154104,-0.205124162,0.013817555,0.237622699
12.02244987,-0.039153568,-0.214712317,0.022498916,0.219409622
12.03247087,0.052676501,-0.142100433,0.057377558,0.162047928
12.04249287,0.096907038,0.016209551,0.006035496,0.098438563
12.05251388,-0.013198477,0.157223918,0.012177411,0.158246167
12.06253588,-0.153885742,0.178665968,0.003048738,0.235821214
12.07255687,-0.176693922,0.249554304,0.037627417,0.30808102
12.08257888,0.023162722,0.309815708,0.044663372,0.31387434
12.09259987,0.080836477,0.384922681,0.06861883,0.399260004
12.10262187,0.020624308,0.433551343,0.028501668,0.434976406
12.11264287,0.02315078,0.4906615,-0.007422456,0.491263432
12.12266487,-0.051624153,0.52240914,-0.003230002,0.524963614
12.13268588,-0.065729757,0.534172642,-0.006223776,0.538237445
12.14270787,0.003009973,0.570632553,0.030148244,0.571436337
12.15272887,0.01131486,0.629515111,0.026255752,0.630163999
12.16275088,0.004896171,0.671327819,0.079692872,0.676059145
12.17277187,0.02982207,0.691895473,0.062624264,0.695363574
12.18279387,-0.000502258,0.692617897,0.065466596,0.695705166
12.19281487,0.000995813,0.599648228,-9.76485E-05,0.599649063
12.20283687,0.000417537,0.515304846,-0.011324303,0.515429431
12.21285788,-0.070790344,0.493489323,-0.008032905,0.498605568
12.22287987,-0.068241049,0.435064383,0.021303161,0.440898722
12.23290087,0.00582443,0.403185144,0.073393666,0.409852186
12.24292288,0.012977626,0.353154942,0.063213079,0.359002402
12.25294387,0.037516001,0.311692737,0.034619025,0.315845357
12.26296587,-0.051939323,0.320211217,-0.028401681,0.325637179
12.27298687,-0.049154554,0.262502999,0.010515633,0.26727247
12.28300887,-0.00629942,0.218393157,-0.003705381,0.218515409
12.29302988,0.035703391,0.215490983,0.071889762,0.229954852
12.30305187,0.013473017,0.160456021,0.027583655,0.163366199
12.31307287,-0.070982718,0.095360312,0.079075406,0.142776241
12.32309488,-0.11094845,0.00334014,-0.010141411,0.11146104
12.33311688,0.029208313,-0.021826505,0.045093142,0.057990632
12.34313787,0.138840235,-0.066757944,-0.037535031,0.158562646
12.35315987,-0.034349021,-0.170912469,0.053626569,0.182391711
12.36318087,-0.137967228,-0.216328652,0.002283338,0.256589663
12.37320287,-0.052580178,-0.285417159,0.07458182,0.299649925
12.38322387,0.03546138,-0.307736402,0.018746173,0.310339526
12.39324587,0.026985293,-0.367903776,0.03716081,0.370759113
12.40326688,0.033871787,-0.417542836,0.004381903,0.418937369
12.41328888,-0.071130972,-0.438503752,0.001989223,0.444239927
12.42330987,-0.092560218,-0.490942495,0.016808406,0.499874434
12.43333187,-0.032825319,-0.545163324,0.018601747,0.546467361
12.44335287,0.020323706,-0.58412705,0.045546886,0.58625249
12.45337487,0.029688772,-0.603250039,0.02279654,0.604410221
12.46339587,-0.017364792,-0.574453014,0.009322216,0.57479101
12.47341787,-0.069443141,-0.470281505,0.007527121,0.475440534
12.48343888,-0.002630292,-0.412447207,0.050640396,0.415552724
12.49346088,-0.014759638,-0.373471969,0.008129384,0.373851903
12.50348187,-0.014716496,-0.348657629,0.023249114,0.349741674
12.51350388,-0.012091987,-0.330305083,-0.005039715,0.330564763
12.52352487,-0.025816933,-0.257415812,0.010379393,0.258915326
12.53354687,-0.072733817,-0.160269331,0.051242659,0.183309237
12.54356787,-0.006952723,-0.08297189,0.053936471,0.099205936
12.55358987,0.05125418,-0.006163815,0.043010949,0.067193194
12.56361088,-0.041345534,0.001097632,0.045405968,0.06141954
12.57363287,-0.035028929,0.00670376,0.010526742,0.03718573
12.58365387,-0.03835413,0.012990512,0.015017989,0.043189498
12.59367588,0.045062257,0.017770867,0.024598652,0.05432775
12.60369687,0.010216283,0.098895036,0.037622155,0.106301586
12.61371887,-0.066096606,0.100720227,0.059029396,0.134155861
12.62373987,-0.07071793,0.092595246,0.015919045,0.117593883
12.63376187,-0.038768323,0.137318488,0.022953245,0.144520592
12.64378288,0.03219191,0.141092738,-0.005933754,0.14484022
12.65380487,0.080710835,0.182082789,0.058133018,0.207479707
12.66382475,-0.000664289,0.192789388,0.04690461,0.198414293
12.67384675,-0.105846307,0.189983656,0.07968527,0.231618161
12.68386775,-0.093271276,0.189472774,0.003640476,0.211217225
12.69388975,0.049505223,0.221932532,0.028636154,0.229182995
12.70391075,0.090397059,0.263974451,-0.006241318,0.279093341
12.71393275,-0.010552242,0.270587579,0.04779748,0.274979248
12.72395375,-0.085337481,0.250009126,0.051388839,0.269124249
12.73397575,-0.058216368,0.282639896,0.023694087,0.289544239
12.74399675,0.032613115,0.296852102,0.041659073,0.301529873
12.75401875,0.031270535,0.240978759,-0.009832678,0.243198047
12.76403975,-0.051819231,0.211634635,0.043158299,0.22211954
12.77406175,-0.026732643,0.207370809,0.035373316,0.212057912
12.78408275,0.022063934,0.196316501,0.074290629,0.211059431
12.79410475,-0.034514474,0.181057534,0.017107784,0.185110118
12.80412575,-0.043173926,0.158053674,0.021598445,0.165261746
12.81414775,-0.009481603,0.139564175,-0.009088327,0.140180803
12.82416875,-0.024795027,0.106145849,0.024740154,0.111775712
12.83419075,-0.0305779,0.071745957,0.03746545,0.086522542
12.84421175,-0.021771093,0.026359796,0.089257747,0.095581195
12.85423375,-0.034747878,-0.005350595,0.020847078,0.040873519
12.86425475,-0.009700969,-0.02260783,0.010817349,0.026874483
12.87427675,0.03582907,-0.045912164,-0.00849425,0.058854068
12.88429775,-0.022582938,-0.079420099,0.025183958,0.086323652
12.89431975,-0.021815596,-0.09334834,0.033116875,0.101422681
12.90434075,-0.00695836,-0.117603678,0.034464074,0.12274696
12.91436275,-0.038696878,-0.100299309,0.052875786,0.119805044
12.92438375,-0.085505936,-0.089602641,0.015454191,0.124814784
12.93440575,-0.032337949,-0.098941896,0.045240492,0.113498652
12.94442675,0.017820354,-0.118877046,-0.014634996,0.12109294
12.95444875,0.021876211,-0.123268552,0.025632439,0.127791731
12.96446975,-0.004334408,-0.140057754,0.015006294,0.140926045
12.97449175,-0.044996257,-0.146280808,0.065302874,0.166394721
12.98451275,-0.050666585,-0.14332484,0.030126609,0.154973304
12.99453475,-0.016933756,-0.147781112,0.023839098,0.150646314
13.00455575,-0.004291217,-0.157836706,0.039558168,0.162774964
13.01457775,-0.001621433,-0.160881863,0.042853074,0.166499216
13.02459875,-0.016750048,-0.121590876,0.029382259,0.126207062
13.03462075,-0.029833682,-0.108327107,0.007080978,0.112583085
13.04464175,-0.021760792,-0.108071757,-0.003242866,0.110288499
13.05466375,-0.013092089,-0.081666471,0.013977184,0.083881923
13.06468475,-0.007269921,-0.076899931,0.082240503,0.112827087
13.07470675,-0.029066641,-0.049577884,0.067874479,0.08893695
13.08472775,-0.024789887,-0.038028253,0.035845186,0.05784085
13.09474975,0.003758545,-0.021793139,-0.025522512,0.033770789
13.10477075,0.005858202,0.007591431,-0.027613476,0.029231018
13.11479275,-0.036051104,0.038372828,0.026426491,0.058911081
13.12481375,-0.042823838,0.038779785,0.070136767,0.09086759
13.13483575,0.015204529,0.039032302,0.057563499,0.071191676
13.14485675,0.014686671,0.056009976,0.037206418,0.068826835
13.15487875,-0.030065277,0.078228062,0.009365485,0.084328304
13.16489975,-0.038423077,0.080203206,0.035113699,0.095613069
13.17492175,-0.051344337,0.074779018,0.027030509,0.094650889
13.18494275,-0.035725423,0.075749217,0.012811249,0.084725308
13.19496475,0.022817137,0.081564666,0.040055181,0.093690096
13.20498575,-0.027596318,0.057270764,0.012660976,0.064821273
13.21500775,-0.05885736,0.009540993,0.054573818,0.080830198
13.22502875,0.02165763,-0.015691524,0.024636658,0.036362643
13.23505075,-0.027818631,-0.032801738,0.049783779,0.065789474
13.24507175,-0.055359971,-0.026206892,0.023137432,0.065474181
